"AddressID","AddressLine1","AddressLine2","City","StateProvinceID","PostalCode","rowguid","ModifiedDate"
"382","6360 Sand Pointe Lane","","Coronado","9","92118","{FE0DD957-0BD5-4BF5-A845-782848EB2E7A}","2012-02-02 00:00:00"
"387","50 Kim Court","","Coronado","9","92118","{864C858D-0D9E-48A8-9381-180A223D2B7F}","2012-02-02 00:00:00"
"11563","9277 Ridgewood Court","","Coronado","9","92118","{D2D806C0-B85A-428D-B974-C4349FAB9585}","2013-05-09 00:00:00"
"11712","2345 Yorba Linda","","Coronado","9","92118","{936C6A49-5608-48C9-8A44-C79E3ACF1EB0}","2013-11-09 00:00:00"
"11861","3538 Esperanza Drive","","Coronado","9","92118","{D4D0BF13-802D-4D6E-A3A0-A901B80F11CB}","2014-01-27 00:00:00"
"12005","255 Mt. Orange Ct.","","Coronado","9","92118","{272149A4-330E-46F3-9CBF-712FA328BCB2}","2013-08-10 00:00:00"
"12099","174 Kim Court","","Coronado","9","92118","{5613E21F-146C-4D7F-B85E-147BAC7303A7}","2012-05-14 00:00:00"
"12202","9058 East 23rd Street","","Coronado","9","92118","{03094E7C-B597-4F89-858C-1A94C762E19E}","2014-04-21 00:00:00"
"12367","4865 A St.","# 260","Coronado","9","92118","{2C132A4B-8DC1-4CC9-B38A-7F282D4C0AE4}","2014-05-06 00:00:00"
"12368","36 Sand Pointe Lane","","Coronado","9","92118","{A4373247-3136-493C-8124-AD54FBF859FA}","2013-10-23 00:00:00"
"12446","2260 Clear Court","","Coronado","9","92118","{B0FBCE4B-A7D7-47F2-B182-B50E046F0430}","2013-12-10 00:00:00"
"12670","2736 Scramble Rd","","Coronado","9","92118","{79D8FA55-0653-4E22-8FAF-66DEAD85158B}","2014-05-22 00:00:00"
"12717","7895 Arlington Way","","Coronado","9","92118","{FD26F1B0-D6B7-485D-B17E-641ED01434B2}","2013-07-18 00:00:00"
"12785","6578 Woodhaven Ln.","","Coronado","9","92118","{6721CC32-CFB4-4C99-9181-F8DAC5273D77}","2013-07-27 00:00:00"
"12969","6490 El Camino","","Coronado","9","92118","{666FE684-FCA1-4477-B163-790A6B5224A0}","2012-03-30 00:00:00"
"12994","4838 Second Street","","Coronado","9","92118","{B2E43A46-F517-4202-9CB8-15E0AE44CA39}","2012-10-30 00:00:00"
"13323","1233 RiverRock Dr.","","Coronado","9","92118","{F56B79BA-1108-441F-B8BE-4178754450C2}","2014-01-13 00:00:00"
"13647","6891 Ham Drive","","Coronado","9","92118","{981BCAAC-311A-48DD-8C4D-E635B6492139}","2012-06-11 00:00:00"
"13787","1660 Stonyhill Circle","","Coronado","9","92118","{63B52461-6391-4FEF-92AB-52AD3ECA99AB}","2012-06-01 00:00:00"
"13827","2581 Browse Ct","","Coronado","9","92118","{F9484877-D2C1-43D5-83AE-D9EC0FF059D2}","2014-03-17 00:00:00"
"14363","9919 MacArthur Avenue","","Coronado","9","92118","{876C18F5-0D89-4E59-93C2-C7874510A498}","2013-05-22 00:00:00"
"14365","1415 Edwards Ave","","Coronado","9","92118","{73B9F397-1B89-4329-84B2-E31B58437A7A}","2012-07-11 00:00:00"
"14436","3394 Rock Drive","","Coronado","9","92118","{38F85789-42BC-4071-82BD-D25303E7623D}","2014-03-04 00:00:00"
"14647","617 LindenTree Dr","","Coronado","9","92118","{A09360CB-CB9B-4ADD-B9CB-4F8AA31FF8B4}","2013-10-02 00:00:00"
"14696","6905 Camino Ricardo","","Coronado","9","92118","{B3EA4004-8E3E-48B2-9DA9-BAF09BC0017D}","2012-11-24 00:00:00"
"14746","7402 Oakgrove Rd","","Coronado","9","92118","{89C75898-FA49-4822-A28A-8FC8F0C52C6A}","2014-06-05 00:00:00"
"14951","7827 11th","","Coronado","9","92118","{321D0DBA-3DF2-43B5-9AF9-937FC690912A}","2014-06-30 00:00:00"
"14983","4161 North Sixth Street","","Coronado","9","92118","{BA513139-1ABE-43BB-AF16-CD4CB5ED4AF7}","2014-01-12 00:00:00"
"15156","9613 Smiling Tree Court","","Coronado","9","92118","{EC8F86BE-754B-4333-97F8-097F48B05F60}","2013-06-18 00:00:00"
"15302","9641 M St.","","Coronado","9","92118","{6D429810-BEC9-44AA-BF8B-192916AC4E03}","2014-02-10 00:00:00"
"15484","673 Hawes St.","# 119 A","Coronado","9","92118","{18847738-FD49-4144-A488-237BABFCAA45}","2014-04-04 00:00:00"
"15551","8991 Temple Court","","Coronado","9","92118","{DF7343E1-A865-40CA-A62E-44245EA039DB}","2013-10-07 00:00:00"
"15604","6105 Brownstone Rd","","Coronado","9","92118","{C3EC51F2-4135-4C47-8A74-17113D40F5FA}","2013-11-30 00:00:00"
"15607","1104 O St.","","Coronado","9","92118","{14D4BA9B-3304-4AD0-BF41-7C1EEE1C4338}","2014-04-16 00:00:00"
