"AddressID","AddressLine1","AddressLine2","City","StateProvinceID","PostalCode","rowguid","ModifiedDate"
"737","Conesweg 49","","Kiel","70","24044","{54D6A33F-9A4C-4C8E-9AAF-28DCA5348900}","2013-06-30 00:00:00"
"12305","Charlottenstr 123","","Kiel","70","24044","{C62306C2-C3A9-478B-8D08-F5FC5A3B9998}","2011-11-27 00:00:00"
"12470","Celler Weg 123","","Kiel","70","24044","{DDE4E283-F28C-4740-8679-8986FE801896}","2013-05-26 00:00:00"
"15202","Haberstr 328","","Kiel","70","24044","{A91722DC-C694-4A40-94DC-B03EB2A35F0D}","2012-11-11 00:00:00"
"15394","Curieweg 942","","Kiel","70","24044","{2B01EBB2-D910-4949-861E-12A7E71384B4}","2013-01-16 00:00:00"
"15861","Kalkweg 123","","Kiel","70","24044","{B4D61D0B-6BF3-4DD4-92FA-31CF95B4B147}","2012-08-09 00:00:00"
"16930","Auf der Krone 123","","Kiel","70","24044","{0308FA1D-7DC3-4736-A29C-232549C9D5EC}","2014-06-01 00:00:00"
"17509","Heiderweg 4982","","Kiel","70","24044","{F1796A67-FEC1-45B3-8F57-6579E9DD30F0}","2013-09-26 00:00:00"
"18445","Heidestieg Straße 8224","","Kiel","70","24044","{179ED89E-9833-42B1-9B60-FCAB1A49A933}","2013-11-18 00:00:00"
"18697","Kampstr 9859","","Kiel","70","24044","{4CB77CDE-BA4A-4A07-9084-88D4DF25035F}","2014-06-16 00:00:00"
"19159","Kapellstr 4924","","Kiel","70","24044","{850D2D71-42A3-487D-BB1A-DC4F5529CB35}","2013-07-20 00:00:00"
"19200","Kappellweg 242","","Kiel","70","24044","{E9FB3B61-48A7-4CF9-AC5B-AFBD885A6349}","2014-05-22 00:00:00"
"19204","Klara Straße 822","","Kiel","70","24044","{EB6CCE07-8495-4609-A55B-709A2FFA31C2}","2014-05-10 00:00:00"
"19209","Krönerweg 9249","","Kiel","70","24044","{38207BAC-C1B4-46C0-A67D-27587B730820}","2013-02-03 00:00:00"
"19648","Parkstr 4852","","Kiel","70","24044","{3881E453-E534-462F-8C53-169A110DF708}","2011-11-30 00:00:00"
"19855","Hansaallee 5989","","Kiel","70","24044","{66C7D500-3F10-439C-A07F-0CAB08633235}","2011-09-12 00:00:00"
"19857","Heiderplatz 948","","Kiel","70","24044","{2A85F438-D03F-40A1-B18F-A2EEF9BBDBE2}","2014-05-23 00:00:00"
"20188","Winter der Böck 8559","","Kiel","70","24044","{9C8DCC49-DF25-4767-9D88-13E2A0E422AF}","2014-04-02 00:00:00"
"20219","Hellweg 4924","","Kiel","70","24044","{F837DC8B-B867-4AC9-BA5E-4DFAF60529F4}","2014-03-12 00:00:00"
"21152","Heideweg 2459","","Kiel","70","24044","{DF26DDD4-15C1-403B-8A27-86F80487DB75}","2014-04-26 00:00:00"
"22792","Hüttenstr 9995","","Kiel","70","24044","{B0B3418F-1A23-4949-980B-E344025184C3}","2014-06-06 00:00:00"
"22931","Holzstr 4222","","Kiel","70","24044","{90B50531-5851-4B86-B262-6D7B4EAC8E80}","2012-05-21 00:00:00"
"23441","Parise Straße 4552","","Kiel","70","24044","{CE91F9B4-8BDC-4607-B423-7EC53AC17CBF}","2013-12-04 00:00:00"
"23692","Postfach 55 99 99","","Kiel","70","24044","{8A070B13-1D7C-4CFB-8B4F-65982A6C34AD}","2014-03-15 00:00:00"
"23907","Pflugstr 99","","Kiel","70","24044","{F36BE146-8F18-4540-9986-35D7786A4581}","2013-11-16 00:00:00"
"25373","Platz des Landtags 55","","Kiel","70","24044","{785DF3D9-E5A8-4B1B-85C2-38584863BD01}","2013-01-12 00:00:00"
"26093","Potsdamer Straße 929","","Kiel","70","24044","{298AA71B-D1C7-413B-8B65-9EDB229FAE6E}","2013-08-25 00:00:00"
"27155","Postenweg 2428","","Kiel","70","24044","{33E1456F-D018-4CCF-A0FB-43C3BC901146}","2013-08-29 00:00:00"
"27177","Postfach 8 44 99","","Kiel","70","24044","{07335732-EDEA-49FD-A94A-672B7BEE912B}","2013-04-03 00:00:00"
"29097","Waldstr 12","","Kiel","70","24044","{F4502F8E-4A05-4014-8EAE-68224100A7D8}","2014-04-10 00:00:00"
"29617","Räuscherweg 292","","Kiel","70","24044","{4D6E863A-0715-48FD-8690-CF97FDCE503A}","2013-11-08 00:00:00"
