"AddressID","AddressLine1","AddressLine2","City","StateProvinceID","PostalCode","rowguid","ModifiedDate"
"1010","5650 West 88th Ave.","","Westminster","10","80030","{BD7FA7A0-4CBE-442A-A5E5-E5E2B79214EC}","2013-06-30 00:00:00"
"1012","789 West Alameda","","Westminster","10","80030","{73BF97F3-E4E3-402D-8609-7839AEBAA947}","2012-07-31 00:00:00"
"11754","7355 San Benito","","Westminster","7","V3L 1E7","{75858369-75C4-4034-A61D-B78BE2A69572}","2013-09-29 00:00:00"
"11795","6749 Orchid Ct.","","Westminster","7","V3L 1E7","{7CCA1AA1-5951-4B33-86B0-F398610C8F08}","2014-01-06 00:00:00"
"12010","8160 Star Tree Court","","Westminster","7","V3L 1E7","{2B5E683F-7224-4331-AD3E-21351E2352DD}","2013-07-06 00:00:00"
"12109","6928 Woodland Drive","","Westminster","7","V3L 1E7","{3B7DF810-7E4C-458D-A541-BEA7DCA08340}","2013-03-25 00:00:00"
"12317","9662 Red Leaf","","Westminster","7","V3L 1E7","{B615A29F-EB7B-4642-889F-3487680B91DE}","2013-09-06 00:00:00"
"12345","9564 Pennsylvania Blvd.","","Westminster","7","V3L 1E7","{38028627-842A-426F-9FAB-9F7FA23BE8A2}","2014-01-09 00:00:00"
"12441","9736 Colorado Dr.","","Westminster","7","V3L 1E7","{3121526F-2683-4AE2-B552-E98E4E70A4B4}","2013-07-06 00:00:00"
"12869","1873 Mt. Whitney Dr","","Westminster","7","V3L 1E7","{CDEF611A-5E36-4839-909F-21A9E947B92A}","2013-08-14 00:00:00"
"13027","4024 Montana","# 113","Westminster","7","V3L 1E7","{F1B8F7AE-F466-4ECA-9983-CB59FB4FFBDB}","2014-05-14 00:00:00"
"13248","3197 Winterglenn Way","","Westminster","7","V3L 1E7","{2188CB19-F856-4EF9-B2AD-AA12C2D604E4}","2013-08-26 00:00:00"
"13283","7393 N Ranchford Court","","Westminster","7","V3L 1E7","{2DD81F76-FD6E-4DF7-A8F1-D17B476F439E}","2013-10-14 00:00:00"
"13644","5609 Huron Dr","","Westminster","7","V3L 1E7","{1F59CFC1-C0B3-4F5C-8311-75C38B0FC1D3}","2013-08-07 00:00:00"
"14147","1383 Button Court","","Westminster","7","V3L 1E7","{96CC6771-60B9-4757-9653-E3BA950A4C03}","2013-06-18 00:00:00"
"14226","879 South Royal Links","","Westminster","7","V3L 1E7","{4E50311D-3F67-4802-818D-181F3D9C9512}","2013-11-19 00:00:00"
"15310","283 Winterberry Ct","","Westminster","7","V3L 1E7","{1A558D38-9AE5-47A0-8C57-9D235E837F81}","2013-08-01 00:00:00"
"15344","3406 Raven Court","","Westminster","7","V3L 1E7","{BB601C8C-AF0D-482C-893C-864CF0F3B309}","2013-08-05 00:00:00"
"15507","9228 Golden Meadow","","Westminster","7","V3L 1E7","{AAEE45C1-818B-4EBD-9DA4-768062A296C3}","2013-11-02 00:00:00"
"15712","7628 Beech Ct","","Westminster","7","V3L 1E7","{D48F4C8B-63BD-4B5A-A15D-E40A65404E1D}","2014-06-08 00:00:00"
"15717","7801 Foxhill Dr","#505","Westminster","7","V3L 1E7","{61966E3C-3D49-420F-B1EF-2DFBCB4EE6DB}","2014-05-27 00:00:00"
"15835","934 St. Paul Way","","Westminster","7","V3L 1E7","{DA0233A5-6741-4B90-859D-863FBD289DB6}","2014-04-18 00:00:00"
"15863","5380 Bouncing","","Westminster","7","V3L 1E7","{3945EE55-B300-4F2E-A9A8-D20F320C1068}","2013-12-02 00:00:00"
"15881","5974 Sequoia Drive","","Westminster","7","V3L 1E7","{402CE69F-FD26-41F2-9DF7-9B39820AA7FB}","2012-10-26 00:00:00"
"16321","4698 Pepper Way","","Westminster","7","V3L 1E7","{68239D0B-3339-4B8E-8F70-87F8EE1EDE18}","2013-11-25 00:00:00"
"16540","5412 Iris Ct","","Westminster","7","V3L 1E7","{B8A6F6A5-B0A5-4FFE-8587-8F7C1E774D91}","2012-05-05 00:00:00"
